,time,pos,SO2,NO2,PM10,PM2.5,O3,CO,T,H,P,WS,WD
10980,2020-07-22 00:00:00,监测点C,17.0,42.0,48.0,26.0,21.0,0.552,31.3,63,1005.0,1.4,354.4
10981,2020-07-22 01:00:00,监测点C,19.0,44.0,54.0,25.0,15.0,0.547,30.9,66,1004.8,1.4,343.9
10982,2020-07-22 02:00:00,监测点C,18.0,50.0,55.0,22.0,8.0,0.532,30.5,67,1004.6,1.3,338.3
10983,2020-07-22 03:00:00,监测点C,17.0,49.0,49.0,22.0,5.0,0.553,29.9,70,1004.1,1.8,311.4
10984,2020-07-22 04:00:00,监测点C,17.0,46.0,41.0,22.0,5.0,0.597,29.6,70,1004.2,1.6,304.6
10985,2020-07-22 05:00:00,监测点C,17.0,47.0,52.0,22.0,3.0,0.605,29.4,71,1004.5,1.4,324.1
10986,2020-07-22 06:00:00,监测点C,17.0,45.0,36.0,18.0,2.0,0.547,29.0,72,1004.6,1.4,354.8
10987,2020-07-22 07:00:00,监测点C,17.0,36.0,49.0,16.0,9.0,0.517,29.0,72,1004.7,1.4,355.7
10988,2020-07-22 08:00:00,监测点C,21.0,32.0,39.0,17.0,18.0,0.584,29.2,73,1005.0,1.4,354.1
10989,2020-07-22 09:00:00,监测点C,18.0,28.0,54.0,19.0,30.0,0.585,29.9,70,1005.5,1.7,332.8
10990,2020-07-22 10:00:00,监测点C,15.0,26.0,39.0,21.0,44.0,0.536,30.3,68,1005.8,1.8,355.8
10991,2020-07-22 11:00:00,监测点C,14.0,20.0,44.0,23.0,72.0,0.504,31.2,62,1005.6,1.9,13.1
10992,2020-07-22 12:00:00,监测点C,12.0,16.0,46.0,21.0,102.0,0.462,32.4,57,1005.0,1.9,4.8
10993,2020-07-22 13:00:00,监测点C,10.0,12.0,39.0,21.0,117.0,0.42,33.0,54,1004.1,2.3,1.5
10994,2020-07-22 14:00:00,监测点C,10.0,13.0,35.0,23.0,134.0,0.423,33.8,52,1003.3,2.5,4.0
10995,2020-07-22 15:00:00,监测点C,10.0,16.0,42.0,24.0,145.0,0.442,34.0,52,1002.5,2.0,343.4
10996,2020-07-22 16:00:00,监测点C,8.0,20.0,46.0,26.0,172.0,0.508,33.7,57,1002.1,2.4,227.7
10997,2020-07-22 17:00:00,监测点C,8.0,20.0,50.0,26.0,188.0,0.496,33.9,55,1001.7,2.1,282.9
10998,2020-07-22 18:00:00,监测点C,8.6283850256304,29.4060169842585,46.4009011368995,28.6692271760004,60.9192469270266,54.4192628225063,24.1903520545117,,1007.30130600867,1.48808528212275,215.062807144332
10999,2020-07-22 19:00:00,监测点C,8.6283850256304,29.4060169842585,46.4009011368995,28.6692271760004,60.9192469270266,54.4192628225063,24.1903520545117,,1007.30130600867,1.48808528212275,215.062807144332
11000,2020-07-22 20:00:00,监测点C,10.0,235.0,46.0,21.0,131.0,0.824,33.0,56,1001.5,1.5,226.8
11001,2020-07-22 21:00:00,监测点C,9.0,26.0,46.4009011368995,20.0,157.0,0.712,32.8,58,1001.8,1.6,234.3
11002,2020-07-22 22:00:00,监测点C,8.0,29.0,46.4009011368995,16.0,155.0,0.632,32.2,62,1002.3,1.8,267.9
11003,2020-07-22 23:00:00,监测点C,8.0,32.0,46.4009011368995,17.0,137.0,0.637,31.9,63,1003.2,1.3,263.2
11004,2020-07-23 00:00:00,监测点C,9.0,41.0,21.0,16.0,60.0,0.596,31.7,62,1003.5,2.0,299.1
11005,2020-07-23 01:00:00,监测点C,10.0,47.0,8.0,14.0,23.0,0.567,31.1,63,1003.4,1.7,325.8
11006,2020-07-23 02:00:00,监测点C,14.0,51.0,46.4009011368995,18.0,14.0,0.637,30.4,68,1003.5,1.3,346.6
11007,2020-07-23 03:00:00,监测点C,14.0,46.0,38.0,18.0,13.0,0.572,30.1,70,1003.6,1.6,326.6
11008,2020-07-23 04:00:00,监测点C,11.0,34.0,21.0,19.0,15.0,0.492,29.6,72,1003.6,2.1,305.0
11009,2020-07-23 05:00:00,监测点C,11.0,34.0,46.4009011368995,20.0,12.0,0.502,29.0,76,1003.6,1.3,342.1
11010,2020-07-23 06:00:00,监测点C,14.0,37.0,14.0,17.0,9.0,0.538,29.0,77,1003.8,1.2,352.7
11011,2020-07-23 07:00:00,监测点C,15.0,34.0,29.0,17.0,10.0,0.535,28.9,78,1004.1,1.4,355.4
11012,2020-07-23 08:00:00,监测点C,15.0,33.0,30.0,28.0,14.0,0.589,28.9,77,1004.6,1.2,200.5
11013,2020-07-23 09:00:00,监测点C,14.0,35.0,31.0,76.0,16.0,0.677,29.7,75,1004.8,1.1,193.4
11014,2020-07-23 10:00:00,监测点C,12.0,26.0,33.0,80.0,44.0,0.605,31.2,68,1004.8,1.2,294.3
11015,2020-07-23 11:00:00,监测点C,11.0,25.0,45.0,77.0,64.0,0.573,31.3,66,1004.6,1.3,332.0
11016,2020-07-23 12:00:00,监测点C,10.0,21.0,50.0,76.0,108.0,0.566,32.5,61,1004.4,1.3,289.6
11017,2020-07-23 13:00:00,监测点C,10.0,15.0,42.0,62.0,124.0,0.551,33.5,57,1003.7,1.3,288.4
11018,2020-07-23 14:00:00,监测点C,11.0,13.0,34.0,126.0,130.0,0.418,34.2,53,1002.9,1.8,336.4
11019,2020-07-23 15:00:00,监测点C,10.0,15.0,43.0,28.0,146.0,0.462,34.9,50,1002.4,1.9,4.1
11020,2020-07-23 16:00:00,监测点C,9.0,9.0,39.0,31.0,159.0,0.47,35.5,48,1001.8,1.9,359.6
11021,2020-07-23 17:00:00,监测点C,9.0,32.0,48.0,32.0,166.0,0.478,36.0,46,1001.4,2.0,357.8
11022,2020-07-23 18:00:00,监测点C,9.0,9.0,36.0,28.0,140.0,0.47,36.1,45,1001.1,1.8,11.9
11023,2020-07-23 19:00:00,监测点C,8.0,29.0,50.0,25.0,121.0,0.522,35.7,46,1001.1,1.7,13.9
11024,2020-07-23 20:00:00,监测点C,7.0,30.0,53.0,30.0,124.0,0.535,35.0,48,1001.3,1.0,324.4
11025,2020-07-23 21:00:00,监测点C,7.0,32.0,52.0,45.0,117.0,0.633,34.3,52,1001.8,1.0,192.2
11026,2020-07-23 22:00:00,监测点C,6.0,34.0,75.0,33.0,135.0,0.636,33.4,59,1002.5,1.2,270.0
11027,2020-07-23 23:00:00,监测点C,7.0,39.0,73.0,16.0,89.0,0.591,32.9,61,1003.1,1.7,316.3
11028,2020-07-24 00:00:00,监测点C,8.0,38.0,59.0,4.0,50.0,0.6,32.3,64,1003.6,1.6,326.6
11029,2020-07-24 01:00:00,监测点C,9.0,36.0,44.0,28.6692271760004,27.0,0.558,31.7,64,1003.6,1.9,317.6
11030,2020-07-24 02:00:00,监测点C,9.0,34.0,33.0,28.6692271760004,17.0,0.52,31.2,66,1003.5,1.9,315.7
11031,2020-07-24 03:00:00,监测点C,9.0,31.0,25.0,28.6692271760004,14.0,0.466,30.6,69,1003.0,1.8,315.5
11032,2020-07-24 04:00:00,监测点C,10.0,27.0,33.0,28.6692271760004,14.0,0.436,30.2,72,1002.9,1.8,316.6
11033,2020-07-24 05:00:00,监测点C,9.0,22.0,27.0,28.6692271760004,17.0,0.386,30.0,71,1003.0,1.9,318.8
11034,2020-07-24 06:00:00,监测点C,9.0,20.0,19.0,28.6692271760004,18.0,0.368,29.7,71,1003.3,1.7,316.4
11035,2020-07-24 07:00:00,监测点C,10.0,28.0,31.0,28.6692271760004,11.0,0.464,29.8,74,1003.9,0.8,310.1
11036,2020-07-24 08:00:00,监测点C,11.0,27.0,35.0,28.6692271760004,18.0,0.495,30.4,69,1004.5,1.0,312.7
11037,2020-07-24 09:00:00,监测点C,13.0,27.0,38.0,28.6692271760004,32.0,0.483,30.6,67,1004.9,1.7,320.5
11038,2020-07-24 10:00:00,监测点C,12.0,28.0,34.0,0.0,60.0,0.509,31.5,65,1004.8,1.4,336.3
11039,2020-07-24 11:00:00,监测点C,11.0,25.0,55.0,28.6692271760004,106.0,0.517,32.2,63,1004.5,1.5,347.0
11040,2020-07-24 12:00:00,监测点C,12.0,20.0,53.0,32.0,129.0,0.51,33.2,59,1004.0,1.8,351.7
11041,2020-07-24 13:00:00,监测点C,11.0,16.0,60.0,23.0,137.0,0.452,34.2,54,1003.1,1.6,349.5
11042,2020-07-24 14:00:00,监测点C,11.0,17.0,65.0,36.0,174.0,0.458,35.2,51,1002.2,1.8,5.9
11043,2020-07-24 15:00:00,监测点C,10.0,16.0,66.0,34.0,187.0,0.44,35.6,49,1001.4,2.2,14.8
11044,2020-07-24 16:00:00,监测点C,11.0,17.0,73.0,41.0,201.0,0.44,36.2,48,1000.7,2.2,9.6
11045,2020-07-24 17:00:00,监测点C,10.0,18.0,68.0,38.0,190.0,0.412,36.3,47,1000.0,2.3,5.9
11046,2020-07-24 18:00:00,监测点C,10.0,20.0,61.0,37.0,178.0,0.45,36.5,46,999.7,1.8,339.1
11047,2020-07-24 19:00:00,监测点C,8.0,21.0,42.0,25.0,168.0,0.496,36.0,46,999.5,1.6,319.1
11048,2020-07-24 20:00:00,监测点C,8.0,27.0,47.0,26.0,150.0,0.548,35.6,47,999.8,1.4,345.1
11049,2020-07-24 21:00:00,监测点C,10.0,13.0,32.0,31.0,133.0,0.618,35.2,48,1000.6,0.9,0.6
11050,2020-07-24 22:00:00,监测点C,8.0,32.0,46.4009011368995,39.0,110.0,0.697,34.6,52,1001.1,0.8,171.5
11051,2020-07-24 23:00:00,监测点C,8.0,30.0,46.4009011368995,49.0,95.0,0.72,33.7,56,1001.7,0.8,207.4
11052,2020-07-25 00:00:00,监测点C,8.0,37.0,46.4009011368995,40.0,89.0,0.632,33.4,58,1002.0,1.3,280.7
11053,2020-07-25 01:00:00,监测点C,9.0,45.0,13.0,25.0,51.0,0.593,32.8,64,1002.2,1.5,311.0
11054,2020-07-25 02:00:00,监测点C,9.0,48.0,46.4009011368995,24.0,26.0,0.559,32.2,68,1001.8,1.6,318.5
11055,2020-07-25 03:00:00,监测点C,11.0,37.0,21.0,20.0,15.0,0.494,31.6,69,1001.7,1.8,318.3
11056,2020-07-25 04:00:00,监测点C,12.0,36.0,46.4009011368995,15.0,11.0,0.478,31.2,70,1001.7,1.8,322.5
11057,2020-07-25 05:00:00,监测点C,14.0,41.0,1.0,19.0,10.0,0.48,30.8,70,1001.7,1.9,318.0
11058,2020-07-25 06:00:00,监测点C,16.0,45.0,8.0,20.0,6.0,0.484,30.4,70,1001.8,2.0,319.4
11059,2020-07-25 07:00:00,监测点C,18.0,42.0,20.0,24.0,8.0,0.5,30.2,71,1002.2,1.5,304.1
11060,2020-07-25 08:00:00,监测点C,18.0,33.0,35.0,19.0,18.0,0.509,30.5,69,1002.5,1.6,321.7
11061,2020-07-25 09:00:00,监测点C,20.0,32.0,33.0,48.0,31.0,0.534,31.2,67,1002.6,1.2,314.2
11062,2020-07-25 10:00:00,监测点C,18.0,32.0,56.0,80.0,57.0,0.559,32.2,65,1002.6,1.3,331.6
11063,2020-07-25 11:00:00,监测点C,16.0,26.0,60.0,86.0,112.0,0.535,32.6,64,1002.3,1.9,351.7
11064,2020-07-25 12:00:00,监测点C,15.0,20.0,78.0,86.0,164.0,0.477,33.7,60,1001.8,2.1,352.9
11065,2020-07-25 13:00:00,监测点C,12.0,15.0,80.0,81.0,164.0,0.412,34.8,56,1001.2,2.0,341.4
11066,2020-07-25 14:00:00,监测点C,10.0,14.0,75.0,62.0,139.0,0.352,35.9,51,1000.2,2.1,0.2
11067,2020-07-25 15:00:00,监测点C,9.0,13.0,56.0,64.0,141.0,0.28,36.8,48,999.4,1.9,352.3
11068,2020-07-25 16:00:00,监测点C,9.0,14.0,62.0,40.0,133.0,0.401,37.2,46,998.7,1.9,9.9
11069,2020-07-25 17:00:00,监测点C,9.0,15.0,68.0,57.0,174.0,0.436,37.2,47,998.3,2.1,328.6
11070,2020-07-25 18:00:00,监测点C,9.0,18.0,65.0,51.0,197.0,0.499,36.8,48,998.3,2.3,319.3
11071,2020-07-25 19:00:00,监测点C,9.0,21.0,64.0,44.0,178.0,0.533,36.4,49,998.5,1.8,319.1
11072,2020-07-25 20:00:00,监测点C,8.0,24.0,61.0,48.0,171.0,0.566,36.1,50,999.3,1.3,318.6
11073,2020-07-25 21:00:00,监测点C,8.0,33.0,72.0,56.0,155.0,0.623,35.6,52,1000.0,1.8,265.5
11074,2020-07-25 22:00:00,监测点C,8.0,38.0,80.0,46.0,124.0,0.651,34.4,60,1000.4,1.5,268.6
11075,2020-07-25 23:00:00,监测点C,8.0,39.0,76.0,42.0,86.0,0.639,33.8,63,1001.0,1.6,282.4
11076,2020-07-26 00:00:00,监测点C,8.0,34.0,61.0,32.0,55.0,0.567,33.5,63,1001.5,2.2,303.9
11077,2020-07-26 01:00:00,监测点C,8.0,29.0,35.0,28.0,39.0,0.504,32.9,64,1001.2,1.9,316.9
11078,2020-07-26 02:00:00,监测点C,9.0,26.0,30.0,26.0,32.0,0.44,32.4,63,1000.8,2.0,324.0
11079,2020-07-26 03:00:00,监测点C,9.0,26.0,24.0,22.0,30.0,0.438,32.1,62,1000.5,2.0,310.8
11080,2020-07-26 04:00:00,监测点C,11.0,28.0,25.0,21.0,24.0,0.436,31.7,64,1000.2,2.1,292.6
11081,2020-07-26 05:00:00,监测点C,12.0,33.0,23.0,20.0,18.0,0.459,31.1,66,1000.2,1.9,321.7
11082,2020-07-26 06:00:00,监测点C,13.0,33.0,32.0,26.0,18.0,0.447,30.6,68,1000.4,2.2,317.4
11083,2020-07-26 07:00:00,监测点C,13.0,30.0,28.0,25.0,20.0,0.461,30.2,69,1000.8,1.48808528212275,316.2
11084,2020-07-26 08:00:00,监测点C,15.0,30.0,37.0,28.0,23.0,0.492,30.3,71,1001.4,1.7,314.5
11085,2020-07-26 09:00:00,监测点C,17.0,31.0,44.0,49.0,28.0,0.574,30.7,71,1001.7,1.4,326.0
11086,2020-07-26 10:00:00,监测点C,18.0,30.0,65.0,69.0,42.0,0.568,31.2,70,1002.0,1.5,309.7
11087,2020-07-26 11:00:00,监测点C,16.0,28.0,64.0,76.0,67.0,0.55,31.9,68,1002.0,1.5,283.1
11088,2020-07-26 12:00:00,监测点C,14.0,24.0,64.0,88.0,109.0,0.564,32.9,65,1001.8,1.4,318.7
11089,2020-07-26 13:00:00,监测点C,11.0,18.0,68.0,98.0,149.0,0.583,33.7,61,1000.9,1.3,322.4
11090,2020-07-26 14:00:00,监测点C,9.0,15.0,59.0,91.0,164.0,0.578,34.4,59,1000.1,1.7,327.5
11091,2020-07-26 15:00:00,监测点C,8.0,15.0,58.0,89.0,174.0,0.594,35.4,56,999.0,2.0,339.5
11092,2020-07-26 16:00:00,监测点C,8.0,15.0,63.0,79.0,172.0,0.585,36.0,53,998.2,2.0,339.5
11093,2020-07-26 17:00:00,监测点C,7.0,16.0,61.0,66.0,158.0,0.569,35.9,51,998.0,2.2,327.8
11094,2020-07-26 18:00:00,监测点C,7.0,20.0,51.0,66.0,160.0,0.602,36.0,50,998.0,1.6,332.2
11095,2020-07-26 19:00:00,监测点C,7.0,24.0,69.0,45.0,166.0,0.658,35.7,52,997.8,1.6,320.9
11096,2020-07-26 20:00:00,监测点C,7.0,29.0,73.0,40.0,144.0,0.678,34.7,58,998.5,1.9,269.5
11097,2020-07-26 21:00:00,监测点C,6.0,38.0,78.0,36.0,98.0,0.698,33.9,62,998.8,1.6,258.6
11098,2020-07-26 22:00:00,监测点C,6.0,36.0,68.0,34.0,77.0,0.688,33.6,62,999.4,1.7,218.3
11099,2020-07-26 23:00:00,监测点C,7.0,36.0,63.0,27.0,51.0,0.63,33.0,64,999.8,2.2,276.8
11100,2020-07-27 00:00:00,监测点C,10.0,28.0,47.0,26.0,39.0,0.517,32.6,59,1000.1,2.0,319.8
11101,2020-07-27 01:00:00,监测点C,12.0,30.0,42.0,25.0,22.0,0.498,31.8,61,1000.1,2.6,316.5
11102,2020-07-27 02:00:00,监测点C,12.0,31.0,31.0,24.0,13.0,0.489,31.3,64,1000.2,2.2,318.9
11103,2020-07-27 03:00:00,监测点C,11.0,27.0,33.0,21.0,13.0,0.462,30.9,63,999.9,2.6,314.0
11104,2020-07-27 04:00:00,监测点C,12.0,28.0,28.0,17.0,10.0,0.464,30.4,65,999.6,2.4,311.9
11105,2020-07-27 05:00:00,监测点C,10.0,24.0,22.0,15.0,15.0,0.452,29.8,68,999.7,2.3,314.9
11106,2020-07-27 06:00:00,监测点C,11.0,24.0,16.0,14.0,16.0,0.461,29.4,72,999.9,2.4,315.6
11107,2020-07-27 07:00:00,监测点C,11.0,24.0,7.0,13.0,16.0,0.474,29.1,75,1000.2,2.2,314.7
11108,2020-07-27 08:00:00,监测点C,12.0,22.0,29.0,14.0,20.0,0.495,29.4,75,1000.9,2.3,310.2
11109,2020-07-27 09:00:00,监测点C,12.0,22.0,31.0,15.0,26.0,0.549,30.0,74,1001.2,1.9,324.7
11110,2020-07-27 10:00:00,监测点C,12.0,22.0,45.0,17.0,35.0,0.571,30.8,70,1001.3,1.9,326.6
11111,2020-07-27 11:00:00,监测点C,11.0,20.0,47.0,18.0,52.0,0.54,31.3,67,1001.1,2.2,322.9
11112,2020-07-27 12:00:00,监测点C,10.0,16.0,39.0,18.0,88.0,0.543,32.8,60,1001.0,2.0,358.7
11113,2020-07-27 13:00:00,监测点C,10.0,13.0,49.0,18.0,113.0,0.522,33.2,57,1000.6,2.2,353.1
11114,2020-07-27 14:00:00,监测点C,8.0,13.0,42.0,19.0,124.0,0.522,34.1,53,1000.1,2.3,4.5
11115,2020-07-27 15:00:00,监测点C,8.0,13.0,43.0,20.0,132.0,0.525,34.6,52,999.3,2.7,4.6
11116,2020-07-27 16:00:00,监测点C,8.0,13.0,41.0,21.0,129.0,0.522,35.3,49,998.7,1.9,6.1
11117,2020-07-27 17:00:00,监测点C,7.0,13.0,47.0,20.0,120.0,0.514,35.3,48,998.1,2.0,22.8
11118,2020-07-27 18:00:00,监测点C,7.0,17.0,41.0,22.0,121.0,0.568,35.4,49,997.9,1.1,358.1
11119,2020-07-27 19:00:00,监测点C,7.0,20.0,48.0,22.0,122.0,0.616,34.9,51,998.1,1.4,9.9
11120,2020-07-27 20:00:00,监测点C,7.0,24.0,56.0,24.0,108.0,0.62,34.6,52,998.6,0.8,353.6
11121,2020-07-27 21:00:00,监测点C,8.0,28.0,56.0,28.0,93.0,0.697,34.1,55,999.4,1.2,213.5
11122,2020-07-27 22:00:00,监测点C,7.0,39.0,67.0,19.0,59.0,0.633,33.2,62,1000.2,2.0,270.5
11123,2020-07-27 23:00:00,监测点C,7.0,36.0,51.0,16.0,37.0,0.598,32.3,65,1001.0,2.0,300.3
11124,2020-07-28 00:00:00,监测点C,9.0,36.0,39.0,15.0,20.0,0.564,32.0,65,1001.2,2.1,310.5
11125,2020-07-28 01:00:00,监测点C,10.0,31.0,39.0,14.0,13.0,0.53,31.6,64,1000.9,2.4,292.9
11126,2020-07-28 02:00:00,监测点C,11.0,28.0,35.0,13.0,10.0,0.494,31.0,64,1000.6,2.5,296.8
11127,2020-07-28 03:00:00,监测点C,9.0,28.0,29.0,13.0,8.0,0.505,30.5,67,1000.6,2.2,312.1
11128,2020-07-28 04:00:00,监测点C,9.0,26.0,28.0,12.0,10.0,0.49,30.1,69,1001.0,2.2,314.7
11129,2020-07-28 05:00:00,监测点C,9.0,23.0,18.0,11.0,13.0,0.478,29.7,71,1001.7,2.3,322.1
11130,2020-07-28 06:00:00,监测点C,9.0,20.0,25.0,10.0,16.0,0.477,29.4,73,1002.2,2.3,318.1
11131,2020-07-28 07:00:00,监测点C,12.0,25.0,24.0,11.0,12.0,0.514,29.4,74,1002.6,1.6,309.7
11132,2020-07-28 08:00:00,监测点C,15.0,23.0,34.0,12.0,19.0,0.562,29.7,73,1002.7,1.7,353.7
11133,2020-07-28 09:00:00,监测点C,13.0,20.0,36.0,11.0,28.0,0.551,30.4,70,1003.0,1.5,2.5
11134,2020-07-28 10:00:00,监测点C,10.0,13.0,32.0,11.0,46.0,0.497,31.1,66,1003.3,1.9,2.6
11135,2020-07-28 11:00:00,监测点C,8.0,12.0,24.0,12.0,61.0,0.486,32.3,59,1003.3,1.5,359.3
11136,2020-07-28 12:00:00,监测点C,7.0,10.0,35.0,11.0,68.0,0.468,33.3,53,1002.8,1.9,0.3
11137,2020-07-28 13:00:00,监测点C,7.0,9.0,20.0,11.0,82.0,0.465,34.0,50,1002.0,2.4,5.1
11138,2020-07-28 14:00:00,监测点C,7.0,10.0,22.0,12.0,90.0,0.463,35.0,46,1001.0,2.4,5.5
11139,2020-07-28 15:00:00,监测点C,7.0,11.0,28.0,11.0,101.0,0.469,36.0,44,1000.2,1.8,354.3
11140,2020-07-28 16:00:00,监测点C,7.0,13.0,25.0,12.0,121.0,0.482,36.5,43,999.4,2.0,24.5
11141,2020-07-28 17:00:00,监测点C,8.0,14.0,42.0,12.0,126.0,0.494,36.5,43,998.9,2.6,10.9
11142,2020-07-28 18:00:00,监测点C,7.0,17.0,38.0,13.0,119.0,0.552,37.0,42,999.0,1.3,349.7
11143,2020-07-28 19:00:00,监测点C,7.0,16.0,38.0,13.0,125.0,0.571,36.4,43,999.1,1.4,8.2
11144,2020-07-28 20:00:00,监测点C,8.0,30.0,43.0,17.0,126.0,0.624,35.3,49,999.7,2.3,313.6
11145,2020-07-28 21:00:00,监测点C,10.0,34.0,57.0,17.0,108.0,0.666,34.3,54,1001.0,2.5,297.7
11146,2020-07-28 22:00:00,监测点C,10.0,36.0,60.0,15.0,66.0,0.636,33.5,60,1002.2,1.9,337.1
11147,2020-07-28 23:00:00,监测点C,8.0,31.0,50.0,13.0,56.0,0.614,32.9,63,1002.6,1.5,333.0
11148,2020-07-29 00:00:00,监测点C,8.0,31.0,49.0,13.0,37.0,0.613,32.4,64,1002.1,2.0,303.9
11149,2020-07-29 01:00:00,监测点C,9.0,37.0,34.0,12.0,16.0,0.604,31.9,66,1002.2,2.2,309.4
11150,2020-07-29 02:00:00,监测点C,9.0,32.0,38.0,11.0,11.0,0.536,31.5,67,1001.8,2.1,313.7
11151,2020-07-29 03:00:00,监测点C,10.0,32.0,34.0,11.0,6.0,0.523,31.0,68,1001.3,2.2,317.4
11152,2020-07-29 04:00:00,监测点C,11.0,31.0,25.0,11.0,5.0,0.518,30.8,69,1001.2,2.0,315.3
11153,2020-07-29 05:00:00,监测点C,12.0,32.0,28.0,11.0,3.0,0.527,30.4,71,1001.4,1.9,327.5
11154,2020-07-29 06:00:00,监测点C,15.0,33.0,33.0,11.0,2.0,0.543,29.9,73,1001.6,1.6,353.1
11155,2020-07-29 07:00:00,监测点C,16.0,29.0,44.0,13.0,7.0,0.554,29.7,73,1001.9,1.4,325.6
11156,2020-07-29 08:00:00,监测点C,20.0,28.0,48.0,15.0,12.0,0.609,29.8,74,1002.4,1.2,308.5
11157,2020-07-29 09:00:00,监测点C,21.0,27.0,48.0,17.0,23.0,0.639,30.7,70,1002.9,1.4,293.9
11158,2020-07-29 10:00:00,监测点C,18.0,28.0,59.0,18.0,42.0,0.66,31.5,67,1003.0,1.5,335.7
11159,2020-07-29 11:00:00,监测点C,16.0,24.0,58.0,18.0,77.0,0.589,32.2,63,1002.8,1.7,345.8
11160,2020-07-29 12:00:00,监测点C,14.0,19.0,54.0,17.0,111.0,0.579,33.5,59,1002.5,1.5,328.0
11161,2020-07-29 13:00:00,监测点C,15.0,14.0,54.0,17.0,122.0,0.549,34.2,55,1001.7,1.7,321.3
11162,2020-07-29 14:00:00,监测点C,10.0,12.0,34.0,16.0,114.0,0.505,35.2,50,1000.8,1.6,348.0
11163,2020-07-29 15:00:00,监测点C,6.0,14.0,36.0,18.0,267.0,0.518,35.9,48,999.7,2.0,4.3
11164,2020-07-29 16:00:00,监测点C,6.0,16.0,53.0,22.0,87.0,0.554,36.3,48,999.2,1.8,351.2
11165,2020-07-29 17:00:00,监测点C,6.0,18.0,65.0,25.0,175.0,0.574,36.9,45,998.8,1.7,10.6
11166,2020-07-29 18:00:00,监测点C,6.0,17.0,69.0,24.0,147.0,0.537,36.7,45,998.6,1.4,12.4
11167,2020-07-29 19:00:00,监测点C,6.0,20.0,51.0,24.0,157.0,0.606,36.2,47,999.3,1.5,317.2
11168,2020-07-29 20:00:00,监测点C,6.0,25.0,131.0,24.0,144.0,0.569,32.7,61,1001.0,4.3,270.8
11169,2020-07-29 21:00:00,监测点C,5.0,26.0,76.0,23.0,112.0,0.563,27.5,86,1002.9,1.9,75.9
11170,2020-07-29 22:00:00,监测点C,5.0,24.0,31.0,21.0,101.0,0.571,27.9,83,1002.6,1.0,154.6
11171,2020-07-29 23:00:00,监测点C,5.0,26.0,29.0,20.0,81.0,0.601,28.8,79,1003.3,1.1,174.9
11172,2020-07-30 00:00:00,监测点C,6.0,22.0,44.0,17.0,69.0,0.525,28.8,75,1003.4,2.1,194.5
11173,2020-07-30 01:00:00,监测点C,6.0,20.0,23.0,15.0,72.0,0.487,28.6,74,1003.1,1.5,204.2
11174,2020-07-30 02:00:00,监测点C,6.0,18.0,27.0,15.0,73.0,0.484,28.7,73,1002.6,1.6,197.4
11175,2020-07-30 03:00:00,监测点C,6.0,17.0,17.0,14.0,67.0,0.469,28.7,73,1002.4,1.2,175.1
11176,2020-07-30 04:00:00,监测点C,6.0,17.0,15.0,13.0,62.0,0.462,28.7,73,1002.5,1.6,184.1
11177,2020-07-30 05:00:00,监测点C,7.0,19.0,20.0,14.0,56.0,0.49,28.7,73,1002.5,1.4,193.8
11178,2020-07-30 06:00:00,监测点C,7.0,22.0,25.0,14.0,49.0,0.507,28.4,76,1002.6,1.7,197.6
11179,2020-07-30 07:00:00,监测点C,7.0,22.0,28.0,14.0,48.0,0.527,28.6,75,1002.8,1.1,190.1
11180,2020-07-30 08:00:00,监测点C,6.0,21.0,34.0,13.0,50.0,0.554,29.4,71,1003.0,1.2,189.1
11181,2020-07-30 09:00:00,监测点C,6.0,18.0,22.0,12.0,55.0,0.552,30.3,68,1003.2,1.2,184.3
11182,2020-07-30 10:00:00,监测点C,6.0,16.0,35.0,12.0,66.0,0.519,31.2,65,1003.5,1.7,275.0
11183,2020-07-30 11:00:00,监测点C,6.0,12.0,26.0,11.0,72.0,0.458,31.8,60,1003.6,1.7,294.7
11184,2020-07-30 12:00:00,监测点C,6.0,11.0,18.0,11.0,80.0,0.454,32.8,55,1003.0,1.8,304.9
11185,2020-07-30 13:00:00,监测点C,6.0,12.0,17.0,11.0,86.0,0.457,33.7,52,1002.3,1.9,279.6
11186,2020-07-30 14:00:00,监测点C,6.0,11.0,14.0,11.0,83.0,0.437,34.3,50,1001.3,2.2,268.3
11187,2020-07-30 15:00:00,监测点C,6.0,11.0,21.0,12.0,99.0,0.469,35.1,48,1000.3,2.2,271.3
11188,2020-07-30 16:00:00,监测点C,6.0,13.0,25.0,12.0,99.0,0.468,35.3,49,999.4,2.6,266.5
11189,2020-07-30 17:00:00,监测点C,6.0,17.0,31.0,12.0,80.0,0.5,35.2,49,999.3,1.9,248.6
11190,2020-07-30 18:00:00,监测点C,6.0,19.0,25.0,11.0,78.0,0.486,35.3,48,999.1,1.8,280.9
11191,2020-07-30 19:00:00,监测点C,6.0,18.0,30.0,11.0,75.0,0.524,34.9,49,999.1,1.2,216.2
11192,2020-07-30 20:00:00,监测点C,6.0,28.0,28.0,13.0,88.0,0.567,33.6,54,1000.3,2.5,258.6
11193,2020-07-30 21:00:00,监测点C,6.0,35.0,49.0,14.0,86.0,0.578,32.7,58,1001.5,2.1,263.7
11194,2020-07-30 22:00:00,监测点C,6.0,22.0,47.0,12.0,61.0,0.557,28.8,77,1002.4,3.2,172.3
11195,2020-07-30 23:00:00,监测点C,5.0,15.0,17.0,10.0,48.0,0.498,28.4,77,1003.0,2.5,181.8
