,SO2,NO2,PM10,PM2.5,O3,CO,T,H,P,WS,WD,AQI,MainPStr,DAQI,MainP,AP
11552,3.0,10.0,17.5,2.0,48.0,0.5,28.7,78.0,1008.3,1.8,113.5,24.0,O3,-3.0,4,-0.8491382074098557
11553,3.0,12.0,21.0,3.0,41.0,0.5,29.1,77.0,1007.7,2.0,122.8,21.0,"PM10,O3",1.0,"2,4",-0.8145957233727399
11554,4.0,11.0,17.0,3.0,43.0,0.5,29.6,75.0,1007.4,1.7,103.5,22.0,O3,1.0,4,-0.8307364999832065
11555,4.0,16.0,23.0,7.0,26.0,0.5,29.4,76.0,1007.5,2.0,117.3,23.0,PM10,4.0,2,-0.7518077653480636
11556,4.0,21.0,18.0,5.0,17.0,0.5,28.6,81.0,1007.8,2.2,120.0,27.0,NO2,2.0,1,-0.7887815775308392
11557,3.0,23.0,20.0,7.0,15.0,0.5,28.3,84.0,1008.5,1.2,109.7,29.0,NO2,6.0,1,-0.7603295748451646
11558,4.0,28.0,17.0,7.0,7.0,0.5,28.0,85.0,1009.0,0.7,83.1,35.0,NO2,-10.0,1,-0.7387722416570416
11559,4.0,20.0,18.0,6.0,14.0,0.5,28.1,84.0,1009.4,1.4,108.6,25.0,NO2,-10.0,1,-0.8013815837720979
11560,4.0,12.0,7.0,5.0,16.0,0.5,27.7,82.0,1009.3,0.9,106.7,15.0,NO2,9.0,1,-0.9807342487956698
11561,4.0,19.0,11.0,4.0,6.0,0.5,27.2,86.0,1008.9,1.0,85.0,24.0,NO2,-2.0,1,-0.9164210229455297
11562,4.0,17.0,17.0,3.0,8.0,0.5,27.1,88.0,1008.2,0.8,81.7,22.0,NO2,3.0,1,-0.8905192096518346
11563,3.0,20.0,15.0,3.0,2.0,0.5,26.8,91.0,1007.7,0.5,50.2,25.0,NO2,4.0,1,-0.9163869202311665
11564,4.0,23.0,18.0,3.0,0.0,0.5,26.7,92.0,1007.4,0.4,33.1,29.0,NO2,-1.0,1,-0.8456819370688512
11565,4.0,22.0,25.0,9.0,0.0,0.6,26.6,93.0,1007.5,0.6,19.5,28.0,NO2,-3.0,1,-0.7067982731363939
11566,4.0,20.0,22.0,6.0,0.0,0.6,26.6,93.0,1007.7,0.5,70.8,25.0,NO2,3.0,1,-0.7801422068111601
11567,4.0,22.0,26.0,4.0,0.0,0.7,26.8,94.0,1008.3,0.7,61.2,28.0,NO2,0.0,1,-0.7051461662301295
11568,5.0,22.0,12.0,9.0,6.0,0.7,28.4,86.0,1008.6,1.3,86.6,28.0,NO2,4.0,1,-0.7337251351598258
11569,5.0,14.0,32.0,15.0,20.0,0.5,29.8,77.0,1009.0,1.4,108.0,32.0,PM10,-7.0,2,-0.6284871767689814
11570,4.0,10.0,25.0,9.0,33.0,0.5,30.5,72.0,1009.0,1.5,112.9,25.0,PM10,6.0,2,-0.757555743112942
11571,4.0,10.0,31.0,7.0,42.0,0.5,30.7,71.0,1009.0,1.4,161.4,31.0,PM10,-8.0,2,-0.6939168248328231
11572,4.0,8.0,20.0,7.0,46.0,0.5,30.5,71.0,1008.6,1.6,112.2,23.0,O3,16.0,4,-0.7920101769020271
11573,4.0,6.0,5.0,4.0,77.0,0.5,31.5,67.0,1008.1,1.8,231.0,39.0,O3,0.0,4,-0.8535925033662194
11574,4.0,12.0,39.0,4.0,33.0,0.5,26.8,89.0,1008.0,1.8,100.5,39.0,PM10,-16.0,2,-0.6652977670466151
11575,3.0,18.0,2.0,6.0,38.0,0.5,27.4,89.0,1007.3,1.1,82.9,23.0,NO2,10.0,1,-0.8898337037395285
11576,4.0,16.0,13.5,7.0,65.0,0.6,29.8,77.0,1006.6,0.8,118.7,33.0,O3,-2.0,4,-0.6526379175416607
11577,5.0,11.0,25.0,7.0,62.0,0.5,30.7,71.0,1006.3,1.4,118.6,31.0,O3,-1.0,4,-0.6405701593555785
11578,4.0,19.0,30.0,7.0,60.0,0.6,30.3,75.0,1006.1,1.1,101.4,30.0,"PM10,O3",4.0,"2,4",-0.5019283080456578
11579,4.0,27.0,27.33333333333333,10.0,52.0,0.7,29.9,77.0,1006.4,0.8,41.3,34.0,NO2,-1.0,1,-0.40044062173401884
11580,5.0,26.0,24.66666666666667,12.0,28.0,0.7,29.5,78.0,1007.0,0.7,317.3,33.0,NO2,5.0,1,-0.480467112768461
11581,6.0,30.0,22.0,13.0,14.0,0.7,29.4,78.0,1007.4,0.8,254.3,38.0,NO2,7.0,1,-0.47947143511075624
11582,6.0,36.0,27.0,11.0,4.0,0.8,29.2,80.0,1007.7,0.6,352.0,45.0,NO2,3.0,1,-0.38849483108389093
11583,5.0,38.0,36.0,12.0,2.0,0.8,28.6,84.0,1007.6,0.7,78.0,48.0,NO2,-10.0,1,-0.31132134687386603
11584,4.0,30.0,27.0,11.0,6.0,0.6,28.3,84.0,1006.9,0.7,33.0,38.0,NO2,5.0,1,-0.5640930078241851
11585,5.0,34.0,19.0,9.0,2.0,0.6,28.2,83.0,1006.6,1.1,89.6,43.0,NO2,-6.0,1,-0.5982575677785424
11586,4.0,29.0,23.0,6.0,3.0,0.6,27.9,85.0,1006.3,0.6,12.4,37.0,NO2,-7.0,1,-0.6634632193848782
11587,4.0,24.0,22.0,5.0,3.0,0.5,27.6,86.0,1006.1,0.4,323.1,30.0,NO2,-3.0,1,-0.7732142588432869
11588,4.0,21.0,22.0,6.0,2.0,0.5,27.4,88.0,1005.9,0.5,79.2,27.0,NO2,2.0,1,-0.8003926486529066
11589,4.0,23.0,22.0,4.0,0.0,0.6,27.1,89.0,1005.8,0.3,24.6,29.0,NO2,-1.0,1,-0.7655009095054469
11590,4.0,22.0,21.0,6.0,2.0,0.5,27.1,89.0,1006.2,0.4,330.0,28.0,NO2,-5.0,1,-0.7977751601388234
11591,4.0,18.0,19.0,7.0,4.0,0.6,27.5,88.0,1006.4,0.5,66.3,23.0,NO2,-1.0,1,-0.8033377704703005
11592,6.0,17.0,6.0,8.0,13.0,0.6,29.3,80.0,1007.1,0.7,207.6,22.0,NO2,16.0,1,-0.8391515557536335
11593,6.0,18.0,38.0,10.0,17.0,0.7,29.4,78.0,1007.4,1.0,189.2,38.0,PM10,-6.0,2,-0.49410994778911504
11594,5.0,18.0,32.0,7.0,21.0,0.7,29.8,77.0,1007.6,0.7,355.7,32.0,PM10,-9.0,2,-0.5767258359599153
11595,5.0,18.0,18.0,7.0,45.0,0.6,31.1,70.0,1007.6,0.7,298.5,23.0,"NO2,O3",11.0,"1,4",-0.6446822456218264
11596,6.0,19.0,34.0,5.0,56.0,0.6,30.2,73.0,1007.4,1.2,62.9,34.0,PM10,1.0,2,-0.4600885723272996
11597,4.0,14.0,35.0,12.0,57.0,0.6,27.1,91.0,1007.4,1.2,72.4,35.0,PM10,-14.0,2,-0.4808869392341168
11598,4.0,10.0,2.0,10.0,41.0,0.5,29.0,79.0,1006.8,1.4,113.3,21.0,O3,8.0,4,-0.909581128096425
11599,3.0,4.0,15.0,6.0,58.0,0.5,31.1,67.0,1006.0,1.9,241.9,29.0,O3,12.0,4,-0.8633281997550485
11600,6.0,10.0,28.0,3.0,81.0,0.5,31.4,67.0,1005.3,1.7,234.4,41.0,O3,-6.0,4,-0.5742091041094755
11601,7.0,12.0,25.0,5.0,70.0,0.5,31.4,68.0,1005.2,1.0,224.2,35.0,O3,6.0,4,-0.5780018124036567
11602,4.0,21.0,30.0,6.0,82.0,0.6,30.5,72.0,1005.4,1.1,99.1,41.0,O3,-6.0,4,-0.41064748217627983
11603,4.0,23.0,27.0,13.0,69.0,0.6,30.2,71.0,1005.9,0.8,350.9,35.0,O3,-8.0,4,-0.3972857701270012
11604,5.0,18.0,27.0,10.0,47.0,0.7,29.9,70.0,1006.7,1.1,286.2,27.0,PM10,-7.0,2,-0.4982206097391379
11605,6.0,16.0,18.0,8.0,39.0,0.7,29.7,73.0,1007.3,0.9,258.9,20.0,"NO2,O3",8.0,"1,4",-0.6200574189828416
11606,5.0,22.0,28.0,5.0,31.0,0.6,29.2,77.0,1007.4,0.7,335.7,28.0,"NO2,PM10",9.0,"1,2",-0.5867434680075503
11607,5.0,29.0,28.0,8.0,19.0,0.7,28.8,80.0,1007.2,0.7,354.3,37.0,NO2,-12.0,1,-0.4884161213416251
11608,5.0,20.0,23.0,7.0,18.0,0.6,28.6,80.0,1007.1,0.8,43.5,25.0,NO2,3.0,1,-0.6781369735469175
11609,5.0,22.0,5.0,6.0,12.0,0.5,28.4,80.0,1006.7,0.6,42.6,28.0,NO2,6.0,1,-0.8733959283828682
11610,4.0,27.0,16.0,5.0,8.0,0.5,28.2,80.0,1006.6,0.5,15.2,34.0,NO2,-7.0,1,-0.7722377403269356
11611,4.0,21.0,15.0,4.0,11.0,0.5,28.2,81.0,1006.6,0.6,255.1,27.0,NO2,1.0,1,-0.8438904309826131
11612,4.0,22.0,20.0,5.0,6.0,0.5,27.9,83.0,1006.8,0.4,1.9,28.0,NO2,1.0,1,-0.8007056303440395
11613,4.0,23.0,18.0,4.0,3.0,0.5,27.6,85.0,1006.9,0.4,31.2,29.0,NO2,0.0,1,-0.8260056817805509
11614,4.0,23.0,17.0,5.0,2.0,0.6,27.4,86.0,1007.0,0.3,358.6,29.0,NO2,0.0,1,-0.7906006589208149
11615,4.0,23.0,22.0,4.0,0.0,0.6,27.2,90.0,1007.2,0.5,71.8,29.0,NO2,5.0,1,-0.7655009095054469
11616,5.0,25.0,34.0,8.0,1.0,0.8,27.7,88.0,1007.8,0.6,53.0,34.0,PM10,-1.0,2,-0.5084075933303962
11617,6.0,25.0,33.0,15.0,6.0,0.6,28.4,84.0,1008.1,1.2,69.8,33.0,PM10,-15.0,2,-0.4919811764240807
11618,6.0,13.0,15.0,12.0,21.0,0.4,29.4,75.0,1008.3,1.5,81.4,18.0,PM2.5,6.0,3,-0.8204851465191169
11619,6.0,9.0,24.0,7.0,34.0,0.4,30.3,69.0,1008.3,1.6,86.6,24.0,PM10,0.0,2,-0.7881816747239656
11620,5.5,7.0,21.0,6.0,48.0,0.4,31.4,63.0,1007.7,2.1,90.9,24.0,O3,4.0,4,-0.8038884328999026
11621,5.0,8.0,23.5,6.0,54.5,0.4,31.8,62.0,1007.0,2.2,87.8,28.0,O3,3.0,4,-0.7594961552338565
11622,5.0,9.5,26.0,6.0,61.0,0.4,31.8,63.0,1006.1,2.1,80.3,31.0,O3,6.0,4,-0.6994025047642746
11623,5.0,11.0,28.5,6.0,74.0,0.4,33.0,57.0,1005.2,1.7,88.0,37.0,O3,7.0,4,-0.6161065752454127
11624,5.0,7.0,31.0,5.0,87.0,0.4,33.5,56.0,1004.4,1.6,100.8,44.0,O3,-4.0,4,-0.6015014093083362
11625,4.0,3.0,19.0,5.0,79.0,0.3,33.4,53.0,1004.2,2.0,117.9,40.0,O3,3.0,4,-0.8311809193321643
11626,4.0,7.0,21.0,2.0,86.0,0.4,32.6,59.0,1004.7,1.9,105.2,43.0,O3,-3.0,4,-0.7349303430892983
11627,4.0,10.0,13.0,4.0,79.0,0.4,31.5,66.0,1005.4,1.6,111.3,40.0,O3,-7.0,4,-0.7753363483804795
11628,4.0,10.0,10.0,6.0,66.0,0.5,30.8,69.0,1005.9,1.5,99.0,33.0,O3,-9.0,4,-0.7902813604399858
11629,4.0,12.0,10.0,5.0,47.0,0.4,30.3,70.0,1007.0,1.0,89.7,24.0,O3,-5.0,4,-0.8836017494531999
11630,4.0,15.0,17.0,8.0,33.0,0.4,30.0,73.0,1007.8,0.9,86.3,19.0,NO2,6.0,1,-0.8164080434436363
11631,4.0,20.0,18.0,6.0,21.0,0.5,29.5,76.0,1007.9,0.7,88.5,25.0,NO2,44.0,1,-0.7763945140267193
11632,5.0,55.0,38.0,6.0,0.0,0.7,28.8,81.0,1007.5,1.3,69.0,69.0,NO2,-1.0,1,-0.20943224080802994
11633,5.0,54.0,46.0,18.0,0.0,0.7,28.3,83.0,1007.0,0.9,73.4,68.0,NO2,2.0,1,-0.04675060334553891
11634,6.0,56.0,50.0,21.0,0.0,0.9,28.0,86.0,1006.5,0.9,67.8,70.0,NO2,-12.0,1,0.1318753430272512
11635,6.0,46.0,48.0,30.0,0.0,0.8,27.8,86.0,1006.0,0.9,57.4,58.0,NO2,-10.0,1,0.04926426414175633
11636,7.0,38.0,48.0,24.0,-1.0,0.7,27.6,86.0,1006.0,1.2,68.9,48.0,"NO2,PM10",0.0,"1,2",-0.11268497470354108
11637,7.0,35.0,48.0,20.0,0.0,0.7,27.4,88.0,1006.1,1.3,62.5,48.0,PM10,-5.0,2,-0.17756175728731458
11638,8.0,33.0,43.0,21.0,0.0,0.6,27.3,88.0,1006.1,1.7,63.3,43.0,PM10,1.0,2,-0.249222621211655
11639,8.0,30.0,44.0,19.0,2.0,0.6,27.4,86.0,1006.6,1.6,65.6,44.0,PM10,-14.0,2,-0.28435351551751825
11640,8.0,24.0,25.0,19.0,9.0,0.5,28.3,81.0,1007.0,2.0,66.6,30.0,NO2,8.0,1,-0.519351871216513
11641,7.0,22.0,38.0,20.0,16.0,0.5,29.2,76.0,1007.5,1.9,65.2,38.0,PM10,4.0,2,-0.4205221085330485
11642,7.0,24.0,42.0,17.0,26.0,0.5,29.7,74.0,1008.0,1.9,71.1,42.0,PM10,-14.0,2,-0.3570461429442757
11643,6.5,14.0,28.0,12.0,50.0,0.4,31.1,67.0,1007.9,2.2,81.4,28.0,PM10,15.0,2,-0.5886998261438557
11644,6.0,21.0,43.0,8.0,49.0,0.4,31.4,65.0,1007.9,1.8,88.7,43.0,PM10,-3.0,2,-0.4387807560291818
11645,5.0,23.0,40.0,11.0,48.0,0.4,30.9,67.0,1007.5,1.4,116.3,40.0,PM10,-8.0,2,-0.43899808415107205
11646,8.0,25.0,22.0,10.0,34.0,0.5,30.8,69.0,1007.0,1.2,241.3,32.0,NO2,-5.0,1,-0.5246850172274808
11647,6.0,21.0,17.0,7.0,54.0,0.5,30.9,69.0,1006.4,1.0,87.5,27.0,"NO2,O3",1.0,"1,4",-0.6059253835970397
11648,5.0,21.0,24.0,9.0,55.0,0.5,30.6,70.0,1005.4,1.6,102.2,28.0,O3,-5.0,4,-0.5472757597760578
11649,5.0,15.0,23.0,10.0,33.0,0.4,30.0,67.0,1005.5,1.7,117.9,23.0,PM10,4.0,2,-0.7284813408157577
11650,5.0,21.0,20.0,7.0,24.0,0.5,29.9,70.0,1005.4,1.4,95.1,27.0,NO2,15.0,1,-0.708832943806759
11651,4.666666666666667,33.0,26.0,17.0,16.0,0.5,29.4,74.0,1005.6,1.2,93.0,42.0,NO2,6.0,1,-0.47480948854717575
11652,4.333333333333333,38.0,30.0,13.0,6.0,0.5,29.1,77.0,1006.1,0.9,91.9,48.0,NO2,-3.0,1,-0.4659643331951503
11653,4.0,36.0,24.0,10.0,3.0,0.5,28.8,79.0,1006.8,0.5,26.4,45.0,NO2,0.0,1,-0.5815888558436215
11654,3.666666666666667,36.0,27.0,14.0,0.0,0.5,28.6,82.0,1007.2,0.6,70.7,45.0,NO2,-2.0,1,-0.5385516923967227
11655,3.333333333333333,34.0,31.0,10.0,-1.0,0.5,28.3,84.0,1007.5,0.7,78.2,43.0,NO2,-3.0,1,-0.573591716749567
11656,3.0,32.0,25.0,10.0,-1.0,0.5,28.0,85.0,1007.4,0.4,55.2,40.0,NO2,4.0,1,-0.6516049618863187
11657,4.0,35.0,10.0,9.0,0.0,0.5,27.9,86.0,1007.1,0.3,78.1,44.0,NO2,-1.0,1,-0.727501869580419
11658,4.0,34.0,22.0,13.0,0.0,0.5,27.6,87.0,1006.6,0.3,98.8,43.0,NO2,4.0,1,-0.6035951823624272
11659,5.0,37.0,25.0,13.0,0.0,0.5,27.5,86.0,1006.1,0.4,291.4,47.0,NO2,-2.0,1,-0.5257510364157181
11660,5.0,36.0,24.0,15.0,0.0,0.5,27.4,87.0,1005.8,0.4,346.2,45.0,NO2,-5.0,1,-0.5269160720309707
11661,4.0,32.0,24.0,11.0,-1.0,0.5,27.3,88.0,1005.6,0.4,95.5,40.0,NO2,-1.0,1,-0.6303347630062094
11662,4.0,31.0,30.0,10.0,0.0,0.6,27.2,89.0,1005.6,0.5,49.9,39.0,NO2,-1.0,1,-0.5588953801258162
11663,5.0,30.0,30.0,15.0,0.0,0.6,27.4,89.0,1006.0,0.5,35.8,38.0,NO2,4.0,1,-0.5043726253129519
11664,6.0,33.0,22.0,14.0,3.0,0.7,28.4,83.0,1006.5,1.4,46.6,42.0,NO2,22.0,1,-0.47719299978408075
11665,7.0,51.0,57.0,18.0,9.0,0.7,29.2,78.0,1006.6,1.7,36.3,64.0,NO2,10.0,1,0.08454138580172618
11666,7.0,59.0,72.0,27.0,23.0,0.7,29.9,74.0,1006.8,1.8,30.4,74.0,NO2,-5.0,1,0.4257125806433025
11667,6.0,55.0,65.0,27.0,50.0,0.7,30.4,71.0,1006.7,2.0,23.5,69.0,NO2,-11.0,1,0.40042322046035606
11668,6.0,46.0,63.0,27.0,63.0,0.6,30.6,69.0,1006.4,2.1,41.7,58.0,NO2,-13.0,1,0.29436787284441307
11669,6.0,21.0,35.0,24.0,90.0,0.5,31.8,62.0,1005.7,2.2,40.5,45.0,O3,17.0,4,-0.1766296406575913
11670,6.0,13.0,31.0,14.0,114.0,0.4,32.1,60.0,1005.0,2.2,70.7,62.0,O3,3.0,4,-0.3387185002246744
11671,4.0,12.0,31.0,13.0,117.0,0.4,31.8,61.0,1004.0,1.3,104.7,65.0,O3,-21.0,4,-0.3889239851975586
11672,5.0,17.0,30.0,13.0,88.0,0.4,31.6,61.0,1003.6,1.1,90.4,44.0,O3,-10.0,4,-0.42584529192098286
11673,4.0,22.0,28.0,10.0,68.0,0.4,30.5,65.0,1003.2,1.9,98.3,34.0,O3,-5.0,4,-0.5068721289734455
11674,4.0,16.0,29.0,10.0,36.0,0.4,27.4,78.0,1003.4,2.3,124.7,29.0,PM10,-4.0,2,-0.6780100879197178
11675,4.0,20.0,8.0,6.0,22.0,0.4,26.4,84.0,1003.2,1.5,87.7,25.0,NO2,15.0,1,-0.8934861570599828
11676,4.0,32.0,7.0,2.0,5.0,0.4,26.4,86.0,1003.8,1.3,65.7,40.0,NO2,4.0,1,-0.8679750917199338
11677,4.0,35.0,13.0,4.0,1.0,0.5,26.6,86.0,1004.6,1.4,36.2,44.0,NO2,-6.0,1,-0.7440459897598868
11678,4.0,30.0,21.0,7.0,5.0,0.5,26.8,85.0,1005.2,1.8,26.4,38.0,NO2,-8.0,1,-0.6912287194395036
11679,5.0,24.0,11.0,5.0,7.0,0.5,26.7,84.0,1005.2,1.8,27.3,30.0,NO2,0.0,1,-0.8290460921290421
11680,5.0,24.0,7.0,1.0,8.0,0.4,26.9,81.0,1004.7,2.4,16.9,30.0,NO2,-6.0,1,-0.9325600716353781
11681,4.0,19.0,11.0,0.0,12.0,0.4,26.4,83.0,1004.4,2.0,14.3,24.0,NO2,-1.0,1,-0.969121956841704
11682,4.0,18.0,16.0,1.0,10.0,0.4,25.4,90.0,1003.5,2.1,17.3,23.0,NO2,-4.0,1,-0.9369459583792944
11683,3.0,15.0,8.0,2.0,13.0,0.4,25.2,92.0,1002.7,2.0,10.1,19.0,NO2,-2.0,1,-1.0363202723491745
11684,3.0,13.0,10.0,2.0,14.0,0.4,25.0,93.0,1001.9,2.5,20.8,17.0,NO2,1.0,1,-1.0379856679851438
11685,3.0,14.0,9.0,0.0,13.0,0.3,24.8,94.0,1001.0,3.2,16.5,18.0,NO2,0.0,1,-1.0951211608891946
11686,3.0,14.0,14.0,-2.0,13.0,0.4,24.9,94.0,1000.4,3.7,29.8,18.0,NO2,-3.0,1,-1.0336013819986245
11687,4.0,12.0,7.0,-3.0,16.0,0.4,25.1,94.0,999.9,4.4,34.5,15.0,NO2,-1.0,1,-1.0907227154918637
11688,4.0,11.0,11.0,0.0,17.0,0.4,25.3,94.0,999.4,5.1,49.4,14.0,NO2,1.0,1,-1.0381442352917387
11689,4.0,12.0,4.0,1.0,24.0,0.4,25.4,94.0,999.4,5.8,70.6,15.0,NO2,2.0,1,-1.051019873894333
11690,3.0,8.0,17.0,1.0,27.0,0.4,25.7,94.0,1000.6,4.1,94.4,17.0,PM10,0.0,2,-0.9971534942441207
11691,4.0,3.0,10.0,-1.0,34.0,0.3,26.8,88.0,1001.8,4.9,109.9,17.0,O3,3.0,4,-1.1197887106119317
11692,3.0,3.0,14.0,-3.0,40.0,0.3,27.5,86.0,1002.6,4.8,118.7,20.0,O3,6.0,4,-1.1038850782636864
11693,4.0,3.0,26.0,0.0,45.0,0.4,28.2,82.0,1003.4,4.1,124.6,26.0,PM10,-1.0,2,-0.9014468717868301
11694,4.0,3.0,12.0,2.0,49.0,0.4,28.1,83.0,1003.9,3.4,120.2,25.0,O3,-3.0,4,-0.9846115092667431
11695,4.0,7.0,15.0,2.0,43.0,0.4,26.8,87.0,1004.1,3.0,119.6,22.0,O3,2.0,4,-0.9378700509275322
11696,4.0,8.0,10.0,2.0,47.0,0.4,26.8,86.0,1003.9,2.3,113.1,24.0,O3,-1.0,4,-0.9539393754938382
11697,4.0,12.0,7.0,2.0,45.0,0.4,26.8,86.0,1003.8,1.8,107.2,23.0,O3,-3.0,4,-0.9423672995596051
11698,4.0,15.0,14.0,4.0,39.0,0.4,26.9,86.0,1004.2,1.8,110.4,20.0,O3,4.0,4,-0.8555844535241754
11699,4.0,19.0,15.0,7.0,35.0,0.4,26.8,87.0,1004.4,2.1,119.9,24.0,NO2,-1.0,1,-0.7912838683900307
11700,4.0,18.0,20.0,5.0,37.0,0.4,26.8,86.0,1005.5,1.3,117.0,23.0,NO2,-3.0,1,-0.771732077693962
11701,4.0,16.0,15.0,2.0,36.0,0.4,26.9,86.0,1006.5,1.2,119.4,20.0,NO2,8.0,1,-0.8651281620855137
11702,4.0,22.0,16.0,5.0,26.0,0.4,27.0,86.0,1007.0,1.5,116.8,28.0,NO2,7.0,1,-0.8005275189517956
11703,4.0,28.0,19.0,6.0,18.0,0.4,27.0,86.0,1007.4,0.9,97.3,35.0,NO2,20.0,1,-0.7302401659325142
11704,6.0,44.0,23.0,11.0,2.0,0.5,27.1,88.0,1007.9,0.7,80.9,55.0,NO2,2.0,1,-0.45647408051399563
11705,6.0,45.0,22.0,10.0,0.0,0.5,26.9,90.0,1007.7,0.6,62.2,57.0,NO2,-7.0,1,-0.4699632658960159
11706,6.0,40.0,28.0,14.0,0.0,0.5,26.6,92.0,1007.2,0.7,60.9,50.0,NO2,-2.0,1,-0.43893937935729943
11707,4.0,38.0,25.0,9.0,0.0,0.5,26.4,92.0,1007.0,0.8,54.3,48.0,NO2,-4.0,1,-0.5713062801168727
11708,5.0,35.0,29.0,10.0,0.0,0.6,26.5,91.0,1007.0,0.7,63.4,44.0,NO2,-4.0,1,-0.5031575996519067
11709,5.0,32.0,32.0,14.0,0.0,0.6,26.4,92.0,1006.9,0.8,48.5,40.0,NO2,-4.0,1,-0.47514002074731804
11710,5.0,27.0,36.0,16.0,0.0,0.6,26.3,94.0,1007.0,0.9,43.2,36.0,PM10,3.0,2,-0.47853372575660913
11711,6.0,26.0,39.0,13.0,1.0,0.7,26.5,93.0,1007.5,1.0,49.6,39.0,PM10,-4.0,2,-0.42920924665582366
11712,6.0,27.0,35.0,18.0,4.0,0.6,27.4,88.0,1008.0,1.4,61.8,35.0,PM10,-1.0,2,-0.43401769019600256
11713,7.0,27.0,26.0,18.0,13.0,0.6,28.7,82.0,1008.5,1.5,78.6,34.0,NO2,1.0,1,-0.4555190471961845
11714,7.0,21.0,35.0,7.0,31.0,0.5,29.7,76.0,1008.5,1.7,114.5,35.0,PM10,-5.0,2,-0.5191386592655786
11715,6.0,19.0,30.0,7.0,49.0,0.4,30.4,73.0,1008.4,1.7,105.3,30.0,PM10,0.0,2,-0.5766025141034716
11716,5.0,12.0,29.0,7.0,60.0,0.4,31.0,70.0,1007.9,2.5,87.6,30.0,O3,7.0,4,-0.6421337881169357
11717,5.0,9.0,36.0,5.0,73.0,0.4,31.5,67.0,1007.5,2.4,91.0,37.0,O3,-4.0,4,-0.588551579134867
11718,5.0,8.0,7.0,3.0,66.0,0.3,32.4,63.0,1006.5,2.2,109.0,33.0,O3,1.0,4,-0.9195780772890935
11719,5.0,6.0,10.0,5.0,68.0,0.3,32.9,60.0,1005.7,2.2,108.7,34.0,O3,-1.0,4,-0.8914975846471526
11720,5.0,8.0,20.0,4.0,65.0,0.3,32.8,62.0,1005.4,2.6,97.3,33.0,O3,0.0,4,-0.8070434469597555
11721,5.0,8.0,21.0,1.0,65.0,0.4,32.4,64.0,1004.9,1.9,114.6,33.0,O3,-9.0,4,-0.7874563178300721
11722,4.0,8.0,19.0,2.0,47.0,0.4,31.6,67.0,1005.1,2.2,115.0,24.0,O3,-9.0,4,-0.8797678135331899
11723,4.0,9.0,14.0,2.0,29.0,0.4,30.8,67.0,1005.4,1.7,99.6,15.0,O3,1.0,4,-0.9743679287278287
11724,5.0,9.0,13.0,7.0,31.0,0.4,30.5,67.0,1006.6,1.3,294.7,16.0,O3,6.0,4,-0.9100885226164873
11725,5.0,8.0,19.0,15.0,32.0,0.4,30.2,68.0,1007.8,1.0,338.5,22.0,PM2.5,6.0,3,-0.796189917533226
11726,5.0,12.0,28.0,14.0,27.0,0.4,30.0,70.0,1008.4,0.8,256.8,28.0,PM10,-2.0,2,-0.7053986809397621
11727,6.0,16.0,26.0,12.0,26.0,0.4,29.5,73.0,1008.7,0.6,339.2,26.0,PM10,2.0,2,-0.6794067887437629
11728,5.0,14.0,25.0,19.0,28.0,0.4,29.2,75.0,1008.8,0.5,42.2,28.0,PM2.5,12.0,3,-0.6599978516231454
11729,5.0,32.0,29.0,16.0,5.0,0.5,28.6,78.0,1008.6,0.7,67.7,40.0,NO2,7.0,1,-0.5023293233523148
11730,5.0,37.0,33.0,12.0,0.0,0.6,28.4,81.0,1008.1,0.7,46.5,47.0,NO2,1.0,1,-0.43053989242655566
11731,5.0,38.0,42.0,23.0,0.0,0.7,28.1,83.0,1007.4,0.6,58.9,48.0,NO2,-3.0,1,-0.20861855725820727
11732,6.0,36.0,44.0,23.0,0.0,0.6,27.9,85.0,1006.9,0.7,47.4,45.0,NO2,-2.0,1,-0.23155793965819738
11733,5.0,34.0,41.0,22.0,0.0,0.7,27.7,86.0,1006.8,0.7,44.7,43.0,NO2,2.0,1,-0.26926244573772085
11734,6.0,34.0,45.0,18.0,0.0,0.8,27.6,88.0,1006.9,0.6,71.2,45.0,PM10,7.0,2,-0.21337500130217008
11735,8.0,36.0,53.0,23.0,0.0,0.9,27.7,89.0,1007.2,0.8,34.3,52.0,PM10,6.0,2,-0.0015532994286077
11736,14.0,41.0,66.0,28.0,3.0,0.9,28.7,83.0,1007.8,1.2,29.3,58.0,PM10,2.0,2,0.3386874013824074
11737,16.0,48.0,66.0,31.0,12.0,0.9,29.6,76.0,1008.3,1.5,31.8,60.0,NO2,-2.0,1,0.5148155243433384
11738,16.0,36.0,65.0,34.0,37.0,0.6,30.8,69.0,1008.6,1.1,41.6,58.0,PM10,-9.0,2,0.3776658962970136
11739,12.0,29.0,49.0,29.0,60.0,0.6,31.8,64.0,1008.6,1.2,27.2,49.0,PM10,4.0,2,0.12488085620486918
11740,10.0,24.0,55.0,26.0,101.0,0.5,32.6,62.0,1008.4,1.0,333.4,53.0,PM10,32.0,2,0.1601486793777876
11741,8.0,18.0,46.0,24.0,141.0,0.5,33.3,59.0,1008.1,1.0,73.6,85.0,O3,37.0,4,0.10458476696194502
11742,8.0,15.0,46.0,28.0,184.0,0.5,33.7,57.0,1007.4,1.1,38.0,122.0,O3,5.0,4,0.261370491744119
11743,6.0,13.0,43.0,30.0,189.0,0.4,34.5,53.0,1006.4,1.0,40.4,127.0,O3,25.0,4,0.17137569792497942
